DB	ID	Splice	Symbol	Taxon	Qualifier	GO ID	GO Name	Reference	Evidence	With	Aspect	Date	Source
UniProtKB	A6NCS4	-	NKX2-6	9606	-	GO:0055015	ventricular cardiac muscle cell development	GO_REF:0000024	ISS	UniProtKB:P43688	Process	20081126	BHF-UCL
UniProtKB	A6NCS4	-	NKX2-6	9606	-	GO:0060039	pericardium development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000049898	Process	20160305	Ensembl
UniProtKB	A6NCS4	-	NKX2-6	9606	-	GO:0060039	pericardium development	GO_REF:0000024	ISS	UniProtKB:P43688	Process	20081126	BHF-UCL
UniProtKB	A6XAA7	-	GREM1	9606	-	GO:0003257	positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000097170	Process	20160305	Ensembl
UniProtKB	A8K6K3	-	MAP3K7IP1	9606	-	GO:0003007	heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000023050	Process	20160305	Ensembl
UniProtKB	A8K6K3	-	MAP3K7IP1	9606	-	GO:0003279	cardiac septum development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000023050	Process	20160305	Ensembl
UniProtKB	A8K6K3	-	MAP3K7IP1	9606	-	GO:0060976	coronary vasculature development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000023050	Process	20160305	Ensembl
UniProtKB	A8MTQ0	-	NOTO	9606	-	GO:0001947	heart looping	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000087006	Process	20160305	Ensembl
UniProtKB	A9UGY9	-	ATG5	9606	-	GO:0055015	ventricular cardiac muscle cell development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000044769	Process	20160305	Ensembl
UniProtKB	B0ZBD3	-	ADRA1A	9606	-	GO:0007512	adult heart development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000124570	Process	20160305	Ensembl
UniProtKB	B0ZBE2	-	AGT	9606	-	GO:0061049	cell growth involved in cardiac muscle cell development	GO_REF:0000019	IEA	Ensembl:ENSRNOP00000024917	Process	20160305	Ensembl
UniProtKB	B2R5T5	-	PRKAR1A	9606	-	GO:0060038	cardiac muscle cell proliferation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000102288	Process	20160305	Ensembl
UniProtKB	B4DY26	-	TGFBR1	9606	-	GO:0060317	cardiac epithelial to mesenchymal transition	GO_REF:0000024	ISS	UniProtKB:Q06900	Process	20141202	AgBase
UniProtKB	C8C060	-	BMP2	9606	-	GO:0003181	atrioventricular valve morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000028836	Process	20160305	Ensembl
UniProtKB	C8C060	-	BMP2	9606	-	GO:0003203	endocardial cushion morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000028836	Process	20160305	Ensembl
UniProtKB	C8C060	-	BMP2	9606	-	GO:0035054	embryonic heart tube anterior/posterior pattern specification	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000028836	Process	20160305	Ensembl
UniProtKB	C8C060	-	BMP2	9606	-	GO:0055008	cardiac muscle tissue morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000028836	Process	20160305	Ensembl
UniProtKB	C8C060	-	BMP2	9606	-	GO:0060039	pericardium development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000028836	Process	20160305	Ensembl
UniProtKB	C9JFD3	-	NCOR2	9606	-	GO:0003007	heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000083250	Process	20160305	Ensembl
UniProtKB	D9YZV5	-	TPM1	9606	-	GO:0055010	ventricular cardiac muscle tissue morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000109337	Process	20160305	Ensembl
UniProtKB	D9ZGG0	-	TBX1	9606	-	GO:0003007	heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000009241	Process	20160305	Ensembl
UniProtKB	D9ZGG0	-	TBX1	9606	-	GO:0003151	outflow tract morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000009241	Process	20160305	Ensembl
UniProtKB	D9ZGG0	-	TBX1	9606	-	GO:0060982	coronary artery morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000009241	Process	20160305	Ensembl
UniProtKB	E9PES4	-	KIF3A	9606	-	GO:0001947	heart looping	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000112782	Process	20160305	Ensembl
UniProtKB	F1D8Q5	-	NR2B1	9606	-	GO:0055010	ventricular cardiac muscle tissue morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000076491	Process	20160305	Ensembl
UniProtKB	F1D8Q5	-	NR2B1	9606	-	GO:0055012	ventricular cardiac muscle cell differentiation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000076491	Process	20160305	Ensembl
UniProtKB	F1D8S6	-	NR1B2	9606	-	GO:0003148	outflow tract septum morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000067694	Process	20160305	Ensembl
UniProtKB	F1D8S6	-	NR1B2	9606	-	GO:0055012	ventricular cardiac muscle cell differentiation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000067694	Process	20160305	Ensembl
UniProtKB	F5H8B4	-	UTY	9606	-	GO:0003007	heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000070012	Process	20160305	Ensembl
UniProtKB	F6KD01	-	PTEN	9606	-	GO:0048738	cardiac muscle tissue development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000013807	Process	20160305	Ensembl
UniProtKB	H0YE88	-	TEAD1	9606	-	GO:0003143	embryonic heart tube morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000060671	Process	20160305	Ensembl
UniProtKB	I3VM53	-	KDM2A	9606	-	GO:0001947	heart looping	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000047683	Process	20160305	Ensembl
UniProtKB	J3KNQ4	-	PARVA	9606	-	GO:0003148	outflow tract septum morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000033030	Process	20160305	Ensembl
UniProtKB	J3KPA4	-	VEGFA	9606	-	GO:0003007	heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000115883	Process	20160305	Ensembl
UniProtKB	J3KPA4	-	VEGFA	9606	-	GO:0048739	cardiac muscle fiber development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000115883	Process	20160305	Ensembl
UniProtKB	K7PPA8	-	TP53	9606	-	GO:0060411	cardiac septum morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000104298	Process	20160305	Ensembl
UniProtKB	L7RTG7	-	FRS2	9606	-	GO:0003281	ventricular septum development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000020381	Process	20160305	Ensembl
UniProtKB	L7RXH5	-	MAPK3	9606	-	GO:0061308	cardiac neural crest cell development involved in heart development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000051619	Process	20160305	Ensembl
UniProtKB	O00501	-	CLDN5	9606	-	GO:0003151	outflow tract morphogenesis	PMID:9192844	TAS	-	Process	20150911	UniProt
UniProtKB	O00548	-	DLL1	9606	-	GO:0001947	heart looping	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000014917	Process	20160305	Ensembl
UniProtKB	O00548	-	DLL1	9606	-	GO:0001947	heart looping	GO_REF:0000024	ISS	UniProtKB:Q61483	Process	20120727	BHF-UCL
UniProtKB	O00622	-	CYR61	9606	-	GO:0003181	atrioventricular valve morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000029846	Process	20160305	Ensembl
UniProtKB	O00622	-	CYR61	9606	-	GO:0003278	apoptotic process involved in heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000029846	Process	20160305	Ensembl
UniProtKB	O00622	-	CYR61	9606	-	GO:0003281	ventricular septum development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000029846	Process	20160305	Ensembl
UniProtKB	O00622	-	CYR61	9606	-	GO:0060413	atrial septum morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000029846	Process	20160305	Ensembl
UniProtKB	O14497	-	ARID1A	9606	-	GO:0003205	cardiac chamber development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000101517	Process	20160305	Ensembl
UniProtKB	O14497	-	ARID1A	9606	-	GO:0055007	cardiac muscle cell differentiation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000101517	Process	20160305	Ensembl
UniProtKB	O14641	-	DVL2	9606	-	GO:0003007	heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000140073	Process	20160305	Ensembl
UniProtKB	O14641	-	DVL2	9606	-	GO:0003151	outflow tract morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000140073	Process	20160305	Ensembl
UniProtKB	O14641	-	DVL2	9606	-	GO:0003151	outflow tract morphogenesis	GO_REF:0000024	ISS	UniProtKB:Q60838	Process	20111012	BHF-UCL
UniProtKB	O14786	-	NRP1	9606	-	GO:0060978	angiogenesis involved in coronary vascular morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000026917	Process	20160305	Ensembl
UniProtKB	O14786	-	NRP1	9606	-	GO:0060978	angiogenesis involved in coronary vascular morphogenesis	PMID:24401374	ISS	UniProtKB:P97333	Process	20140522	BHF-UCL
UniProtKB	O14786	-	NRP1	9606	-	GO:0060982	coronary artery morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000026917	Process	20160305	Ensembl
UniProtKB	O15054	-	KDM6B	9606	-	GO:0055007	cardiac muscle cell differentiation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000091620	Process	20160305	Ensembl
UniProtKB	O15054	-	KDM6B	9606	-	GO:0055007	cardiac muscle cell differentiation	PMID:23856522	ISS	UniProtKB:Q5NCY0	Process	20140528	BHF-UCL
UniProtKB	O15105	-	SMAD7	9606	-	GO:0055010	ventricular cardiac muscle tissue morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000026999	Process	20160305	Ensembl
UniProtKB	O15105	-	SMAD7	9606	-	GO:0055010	ventricular cardiac muscle tissue morphogenesis	GO_REF:0000024	ISS	UniProtKB:O35253	Process	20090211	BHF-UCL
UniProtKB	O15105	-	SMAD7	9606	-	GO:0060412	ventricular septum morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000026999	Process	20160305	Ensembl
UniProtKB	O15105	-	SMAD7	9606	-	GO:0060412	ventricular septum morphogenesis	GO_REF:0000024	ISS	UniProtKB:O35253	Process	20090211	BHF-UCL
UniProtKB	O15119	-	TBX3	9606	-	GO:0001947	heart looping	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0003007	heart morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0003151	outflow tract morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0003167	atrioventricular bundle cell differentiation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0035050	embryonic heart tube development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0055007	cardiac muscle cell differentiation	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0060412	ventricular septum morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0060923	cardiac muscle cell fate commitment	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15119	-	TBX3	9606	-	GO:0060931	sinoatrial node cell development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000018748	Process	20160305	Ensembl
UniProtKB	O15151	-	MDM4	9606	-	GO:0003170	heart valve development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000068661	Process	20160305	Ensembl
UniProtKB	O15151	-	MDM4	9606	-	GO:0003181	atrioventricular valve morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000068661	Process	20160305	Ensembl
UniProtKB	O15151	-	MDM4	9606	-	GO:0003203	endocardial cushion morphogenesis	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000068661	Process	20160305	Ensembl
UniProtKB	O15151	-	MDM4	9606	-	GO:0003281	ventricular septum development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000068661	Process	20160305	Ensembl
UniProtKB	O15151	-	MDM4	9606	-	GO:0003283	atrial septum development	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000068661	Process	20160305	Ensembl
