DB	ID	Splice	Symbol	Taxon	Qualifier	GO ID	GO Name	Reference	Evidence	With	Aspect	Date	Source
UniProtKB	A0A024RDI7	-	LEF1	9606	-	GO:0001077	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000029611	Function	20160305	Ensembl
UniProtKB	A0A024RDI7	-	LEF1	9606	-	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000029611	Function	20160305	Ensembl
UniProtKB	A0A024RE22	-	KCNIP3	9606	-	GO:0001078	transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000028850	Function	20160305	Ensembl
UniProtKB	A0A068L529	-	TBLR1-RARA fusion	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	A0A087WU18	-	ELF4	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR033070	Function	20160305	InterPro
UniProtKB	A0A087WUX9	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	A0A087WXV4	-	HNF4A	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003068	Function	20160305	InterPro
UniProtKB	A0A087WZ66	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	A0A087X185	-	RBPJL	9606	-	GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	GO_REF:0000002	IEA	InterPro:IPR015350	Function	20160305	InterPro
UniProtKB	A0A087X1B6	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	A0A087X1W9	-	ELF5	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR033069	Function	20160305	InterPro
UniProtKB	A0A090N7T3	-	NEUROD6	9606	-	GO:0001077	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000047016	Function	20160305	Ensembl
UniProtKB	A0A0A0VEB4	-	GTF2I-RARA	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	A0A0A7M2K0	-	-	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR033069	Function	20160305	InterPro
UniProtKB	A0A0C4DFP5	-	RORA	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	A0A0C4DG53	-	RORA	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	A0A0D3RS46	-	SIX3	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR032949	Function	20160305	InterPro
UniProtKB	A0A0H3W5E5	-	SIX6	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR032947	Function	20160305	InterPro
UniProtKB	A0A0H3W5H1	-	SIX6	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR032947	Function	20160305	InterPro
UniProtKB	A0A0H3W5J9	-	SIX6	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR032947	Function	20160305	InterPro
UniProtKB	A0A0H3W5R8	-	SIX6	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR032947	Function	20160305	InterPro
UniProtKB	A0A0J9YVN9	-	OVOL3	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR027755	Function	20160305	InterPro
UniProtKB	A0A0R5RI69	-	THRB	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	A0A0R5RI71	-	THRB	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	A0A0R5RI75	-	THRB	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	A0A0R5RI99	-	THRB	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	A0A0R5RIB5	-	THRB	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	A0A0S2Z418	-	NR4A2	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003070|InterPro:IPR003073	Function	20160305	InterPro
UniProtKB	A0A0S2Z4K5	-	PPARG	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003074|InterPro:IPR003077	Function	20160305	InterPro
UniProtKB	A0A0U4U3E8	-	SOX9	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR029548	Function	20160305	InterPro
UniProtKB	A0A0U4YWA5	-	SOX9	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR029548	Function	20160305	InterPro
UniProtKB	A0AVK6	-	E2F8	9606	-	GO:0001078	transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	PMID:16179649	IDA	-	Function	20131013	NTNU_SB
UniProtKB	A0PJ83	-	REST	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR027757	Function	20160305	InterPro
UniProtKB	A0PJI2	-	SIX3	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR032949	Function	20160305	InterPro
UniProtKB	A0PJY2	-	FEZF1	9606	-	GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	GO_REF:0000033	IBA	PANTHER:PTN000577900	Function	20150327	GO_Central
UniProtKB	A6NFD8	-	HELT	9606	-	GO:0001078	transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000054823	Function	20160305	Ensembl
UniProtKB	A6NGD5	-	ZSCAN5CP	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000033	IBA	PANTHER:PTN000003381	Function	20130211	GO_Central
UniProtKB	A6NI15	-	MSGN1	9606	-	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000055001	Function	20160305	Ensembl
UniProtKB	A6NJL1	-	ZSCAN5B	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000033	IBA	PANTHER:PTN000003381	Function	20130211	GO_Central
UniProtKB	A7WPU8	-	SRY	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000088717	Function	20160305	Ensembl
UniProtKB	A8K206	-	-	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	A8K3H3	-	NR1B3	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	A8K3H3	-	NR1B3	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000019	IEA	Ensembl:ENSRNOP00000016801	Function	20160305	Ensembl
UniProtKB	A8K401	-	PHB	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000119603	Function	20160305	Ensembl
UniProtKB	A8K443	-	ELF5	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR033069	Function	20160305	InterPro
UniProtKB	A8K6P6	-	-	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR027755	Function	20160305	InterPro
UniProtKB	A8K7L7	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	A8K840	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	A8MTJ6	-	FOXI3	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000033	IBA	PANTHER:PTN001371846	Function	20150220	GO_Central
UniProtKB	A8MUP8	-	RARA	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	A8MYZ6	-	FOXO6	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000024	ISS	UniProtKB:Q70KY4	Function	20150707	ParkinsonsUK-UCL
UniProtKB	A8MYZ6	-	FOXO6	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000033	IBA	PANTHER:PTN001371846	Function	20150220	GO_Central
UniProtKB	B0QYX1	-	PPARA	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003076	Function	20160305	InterPro
UniProtKB	B0QYX2	-	PPARA	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003076	Function	20160305	InterPro
UniProtKB	B0ZTD4	-	FOXA2	9606	-	GO:0001205	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000105590	Function	20160305	Ensembl
UniProtKB	B0ZTD4	-	FOXA2	9606	-	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000105590	Function	20160305	Ensembl
UniProtKB	B0ZTD4	-	FOXA2	9606	-	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000105590	Function	20160305	Ensembl
UniProtKB	B2R7F1	-	-	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	B2RAG9	-	-	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000024	ISS	UniProtKB:Q925J9	Function	20111031	UniProt
UniProtKB	B2RDT1	-	-	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	B3KQ42	-	-	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR027758	Function	20160305	InterPro
UniProtKB	B3KUU9	-	-	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	B3KUX3	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B4DF88	-	-	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR032654	Function	20160305	InterPro
UniProtKB	B4DI77	-	-	9606	-	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR029548	Function	20160305	InterPro
UniProtKB	B4DPR1	-	-	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	B4DQE4	-	-	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003068	Function	20160305	InterPro
UniProtKB	B4DRV7	-	-	9606	-	GO:0008434	calcitriol receptor activity	GO_REF:0000002	IEA	InterPro:IPR000324	Function	20160305	InterPro
UniProtKB	B4DSI3	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B4DTC7	-	-	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	B4DXU5	-	NR1H3	9606	-	GO:0001077	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000106988	Function	20160305	Ensembl
UniProtKB	B4DXU5	-	NR1H3	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000106988	Function	20160305	Ensembl
UniProtKB	B4E1J4	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B4E2Y1	-	-	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003074|InterPro:IPR003075	Function	20160305	InterPro
UniProtKB	B5B2S1	-	NFATC3	9606	-	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000104931	Function	20160305	Ensembl
UniProtKB	B6ZGR6	-	NR1A1	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	B6ZGR7	-	NR1A2	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	B6ZGR8	-	NR1B2	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B6ZGS2	-	NR1C3	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003074|InterPro:IPR003077	Function	20160305	InterPro
UniProtKB	B6ZGS4	-	NR1F1	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	B6ZGS5	-	NR1F2	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	B6ZGS6	-	NR1F3	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
UniProtKB	B6ZGS9	-	NR1H4	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	B6ZGT0	-	NR1I1	9606	-	GO:0008434	calcitriol receptor activity	GO_REF:0000002	IEA	InterPro:IPR000324	Function	20160305	InterPro
UniProtKB	B6ZGT3	-	NR2A1	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003068	Function	20160305	InterPro
UniProtKB	B6ZGT4	-	NR2A3	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003068	Function	20160305	InterPro
UniProtKB	B6ZGU2	-	NR2F6	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003068	Function	20160305	InterPro
UniProtKB	B6ZGU5	-	NR3B3	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B7Z423	-	-	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	B7Z4B4	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B7Z4T4	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B7Z5U7	-	-	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003070|InterPro:IPR003073	Function	20160305	InterPro
UniProtKB	B7Z6W3	-	-	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	B7Z8D8	-	-	9606	-	GO:0000982	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	GO_REF:0000002	IEA	InterPro:IPR015350	Function	20160305	InterPro
UniProtKB	B7Z8Q3	-	-	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	C0JKD5	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	C0JKD6	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	C0JKD7	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	C0KWD2	-	NR4A2	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003070|InterPro:IPR003073	Function	20160305	InterPro
UniProtKB	C0SQ93	-	ERRgamma	9606	-	GO:0003708	retinoic acid receptor activity	GO_REF:0000002	IEA	InterPro:IPR003078	Function	20160305	InterPro
UniProtKB	C9IYM5	-	NR4A2	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003070|InterPro:IPR003073	Function	20160305	InterPro
UniProtKB	C9J8W4	-	NR4A2	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003070|InterPro:IPR003073	Function	20160305	InterPro
UniProtKB	C9JNQ4	-	THRB	9606	-	GO:0004887	thyroid hormone receptor activity	GO_REF:0000002	IEA	InterPro:IPR001728	Function	20160305	InterPro
UniProtKB	C9JWQ1	-	NR4A2	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003073	Function	20160305	InterPro
UniProtKB	D2KF13	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	D2KUA6	-	PPARG	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003074|InterPro:IPR003077	Function	20160305	InterPro
UniProtKB	D2Y6K2	-	AR	9606	-	GO:0004882	androgen receptor activity	GO_REF:0000002	IEA	InterPro:IPR001103	Function	20160305	InterPro
UniProtKB	D3DV25	-	RORC	9606	-	GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR003079	Function	20160305	InterPro
